purchase_id,product_id,supplier_id,purchase_date,batch_number,expiry_date,quantity_purchased,purchase_price
841,90,7,2023-05-09,B90_20230509,2024-05-08,434,120.68
842,90,7,2023-06-20,B90_20230620,2024-06-19,387,120.68
843,90,7,2023-08-01,B90_20230801,2024-07-31,437,120.68
844,90,7,2023-09-06,B90_20230906,2024-09-05,369,120.68
845,90,7,2023-10-21,B90_20231021,2024-10-20,447,120.68
846,90,7,2023-11-28,B90_20231128,2024-11-27,442,120.68
847,90,7,2024-01-06,B90_20240106,2025-01-05,357,120.68
848,90,7,2024-02-15,B90_20240215,2025-02-14,408,120.68
849,91,7,2023-04-01,B91_20230401,2024-03-31,595,88.38
850,91,7,2023-05-12,B91_20230512,2024-05-11,646,88.38
851,91,7,2023-06-25,B91_20230625,2024-06-24,567,88.38
852,91,7,2023-07-31,B91_20230731,2024-07-30,673,88.38
853,91,7,2023-09-06,B91_20230906,2024-09-05,627,88.38
854,91,7,2023-10-18,B91_20231018,2024-10-17,606,88.38
855,91,7,2023-11-23,B91_20231123,2024-11-22,674,88.38
856,91,7,2024-01-02,B91_20240102,2025-01-01,585,88.38
857,91,7,2024-02-11,B91_20240211,2025-02-10,678,88.38
858,91,7,2024-03-18,B91_20240318,2025-03-18,689,88.38
859,92,9,2023-04-01,B92_20230401,2024-03-31,583,137.77
860,92,9,2023-05-15,B92_20230515,2024-05-14,584,137.77
861,92,9,2023-06-22,B92_20230622,2024-06-21,616,137.77
862,92,9,2023-08-10,B92_20230810,2024-08-09,641,137.77
863,92,9,2023-09-29,B92_20230929,2024-09-28,595,137.77
864,92,9,2023-11-17,B92_20231117,2024-11-16,536,137.77
865,92,9,2024-01-01,B92_20240101,2024-12-31,497,137.77
866,92,9,2024-02-13,B92_20240213,2025-02-12,560,137.77
867,92,9,2024-03-29,B92_20240329,2025-03-29,609,137.77
868,93,9,2023-04-01,B93_20230401,2024-03-31,631,172.1
869,93,9,2023-07-02,B93_20230702,2024-07-01,729,172.1
870,93,9,2023-09-17,B93_20230917,2024-09-16,768,172.1
871,93,9,2023-12-07,B93_20231207,2024-12-06,663,172.1
872,93,9,2024-02-22,B93_20240222,2025-02-21,735,172.1
873,94,8,2023-04-01,B94_20230401,2024-03-31,480,101.47
874,94,8,2023-05-21,B94_20230521,2024-05-20,397,101.47
875,94,8,2023-07-02,B94_20230702,2024-07-01,357,101.47
876,94,8,2023-08-18,B94_20230818,2024-08-17,386,101.47
877,94,8,2023-09-30,B94_20230930,2024-09-29,477,101.47
878,94,8,2023-11-13,B94_20231113,2024-11-12,430,101.47
879,94,8,2023-12-18,B94_20231218,2024-12-17,389,101.47
880,94,8,2024-02-02,B94_20240202,2025-02-01,444,101.47
881,94,8,2024-03-09,B94_20240309,2025-03-09,441,101.47
882,95,7,2023-04-01,B95_20230401,2024-03-31,395,109.67
883,95,7,2023-05-18,B95_20230518,2024-05-17,443,109.67
884,95,7,2023-07-01,B95_20230701,2024-06-30,443,109.67
885,95,7,2023-08-14,B95_20230814,2024-08-13,403,109.67
886,95,7,2023-09-25,B95_20230925,2024-09-24,384,109.67
887,95,7,2023-11-03,B95_20231103,2024-11-02,417,109.67
888,95,7,2023-12-22,B95_20231222,2024-12-21,451,109.67
889,95,7,2024-02-06,B95_20240206,2025-02-05,409,109.67
890,95,7,2024-03-27,B95_20240327,2025-03-27,452,109.67
891,96,9,2023-04-01,B96_20230401,2024-03-31,301,140.36
892,96,9,2023-04-20,B96_20230420,2024-04-19,282,140.36
893,96,9,2023-05-13,B96_20230513,2024-05-12,244,140.36
894,96,9,2023-06-01,B96_20230601,2024-05-31,243,140.36
895,96,9,2023-06-22,B96_20230622,2024-06-21,286,140.36
896,96,9,2023-07-12,B96_20230712,2024-07-11,251,140.36
897,96,9,2023-08-06,B96_20230806,2024-08-05,247,140.36
898,96,9,2023-08-27,B96_20230827,2024-08-26,298,140.36
899,96,9,2023-09-21,B96_20230921,2024-09-20,245,140.36
900,96,9,2023-10-16,B96_20231016,2024-10-15,305,140.36
901,96,9,2023-11-10,B96_20231110,2024-11-09,249,140.36
902,96,9,2023-12-04,B96_20231204,2024-12-03,276,140.36
903,96,9,2023-12-22,B96_20231222,2024-12-21,284,140.36
904,96,9,2024-01-13,B96_20240113,2025-01-12,298,140.36
905,96,9,2024-02-06,B96_20240206,2025-02-05,259,140.36
906,96,9,2024-02-24,B96_20240224,2025-02-23,300,140.36
907,96,9,2024-03-14,B96_20240314,2025-03-14,241,140.36
908,97,7,2023-04-01,B97_20230401,2024-03-31,445,100.47
909,97,7,2023-05-07,B97_20230507,2024-05-06,474,100.47
910,97,7,2023-06-13,B97_20230613,2024-06-12,481,100.47
911,97,7,2023-08-02,B97_20230802,2024-08-01,360,100.47
912,97,7,2023-09-19,B97_20230919,2024-09-18,379,100.47
913,97,7,2023-10-28,B97_20231028,2024-10-27,453,100.47
914,97,7,2023-12-15,B97_20231215,2024-12-14,404,100.47
915,97,7,2024-01-31,B97_20240131,2025-01-30,413,100.47
916,97,7,2024-03-18,B97_20240318,2025-03-18,404,100.47
917,98,9,2023-04-01,B98_20230401,2024-03-31,572,154.27
918,98,9,2023-05-11,B98_20230511,2024-05-10,631,154.27
919,98,9,2023-06-19,B98_20230619,2024-06-18,575,154.27
920,98,9,2023-07-24,B98_20230724,2024-07-23,631,154.27
921,98,9,2023-09-11,B98_20230911,2024-09-10,588,154.27
922,98,9,2023-10-28,B98_20231028,2024-10-27,593,154.27
923,98,9,2023-12-13,B98_20231213,2024-12-12,481,154.27
924,98,9,2024-01-20,B98_20240120,2025-01-19,487,154.27
925,98,9,2024-02-24,B98_20240224,2025-02-23,488,154.27
926,98,9,2024-03-31,B98_20240331,2025-03-31,558,154.27
927,99,8,2023-04-01,B99_20230401,2024-03-31,387,180.9
928,99,8,2023-05-07,B99_20230507,2024-05-06,407,180.9
929,99,8,2023-06-18,B99_20230618,2024-06-17,425,180.9
930,99,8,2023-07-24,B99_20230724,2024-07-23,374,180.9
931,99,8,2023-09-06,B99_20230906,2024-09-05,386,180.9
932,99,8,2023-10-21,B99_20231021,2024-10-20,429,180.9
933,99,8,2023-12-05,B99_20231205,2024-12-04,386,180.9
934,99,8,2024-01-13,B99_20240113,2025-01-12,481,180.9
935,99,8,2024-02-24,B99_20240224,2025-02-23,409,180.9
936,100,8,2023-04-01,B100_20230401,2024-03-31,607,139.86
937,100,8,2023-07-05,B100_20230705,2024-07-04,719,139.86
938,100,8,2023-10-01,B100_20231001,2024-09-30,786,139.86
939,100,8,2023-12-25,B100_20231225,2024-12-24,737,139.86
940,100,8,2024-03-16,B100_20240316,2025-03-16,699,139.86
941,101,8,2023-04-01,B101_20230401,2024-03-31,792,116.59
942,101,8,2023-06-26,B101_20230626,2024-06-25,675,116.59
943,101,8,2023-09-15,B101_20230915,2024-09-14,661,116.59
944,101,8,2023-12-02,B101_20231202,2024-12-01,680,116.59
945,101,8,2024-02-14,B101_20240214,2025-02-13,674,116.59
946,102,9,2023-04-01,B102_20230401,2024-03-31,283,177.12
947,102,9,2023-04-22,B102_20230422,2024-04-21,309,177.12
948,102,9,2023-05-14,B102_20230514,2024-05-13,310,177.12
949,102,9,2023-06-03,B102_20230603,2024-06-02,305,177.12
950,102,9,2023-06-21,B102_20230621,2024-06-20,285,177.12
951,102,9,2023-07-15,B102_20230715,2024-07-14,284,177.12
952,102,9,2023-08-04,B102_20230804,2024-08-03,270,177.12
953,102,9,2023-08-26,B102_20230826,2024-08-25,255,177.12
954,102,9,2023-09-14,B102_20230914,2024-09-13,315,177.12
955,102,9,2023-10-07,B102_20231007,2024-10-06,245,177.12
956,102,9,2023-10-28,B102_20231028,2024-10-27,242,177.12
957,102,9,2023-11-21,B102_20231121,2024-11-20,294,177.12
958,102,9,2023-12-09,B102_20231209,2024-12-08,311,177.12
959,102,9,2023-12-30,B102_20231230,2024-12-29,305,177.12
960,102,9,2024-01-20,B102_20240120,2025-01-19,278,177.12
961,102,9,2024-02-12,B102_20240212,2025-02-11,263,177.12
962,102,9,2024-03-01,B102_20240301,2025-03-01,255,177.12
963,102,9,2024-03-22,B102_20240322,2025-03-22,318,177.12
964,103,9,2023-04-01,B103_20230401,2024-03-31,751,119.13
965,103,9,2023-06-29,B103_20230629,2024-06-28,695,119.13
966,103,9,2023-09-09,B103_20230909,2024-09-08,741,119.13
967,103,9,2023-12-05,B103_20231205,2024-12-04,637,119.13
968,103,9,2024-03-08,B103_20240308,2025-03-08,645,119.13
969,104,8,2023-04-01,B104_20230401,2024-03-31,757,117.85
970,104,8,2023-06-17,B104_20230617,2024-06-16,692,117.85
971,104,8,2023-09-10,B104_20230910,2024-09-09,670,117.85
972,104,8,2023-11-22,B104_20231122,2024-11-21,670,117.85
973,104,8,2024-02-23,B104_20240223,2025-02-22,699,117.85
974,105,9,2023-04-01,B105_20230401,2024-03-31,763,101.85
975,105,9,2023-06-28,B105_20230628,2024-06-27,693,101.85
976,105,9,2023-09-27,B105_20230927,2024-09-26,662,101.85
977,105,9,2023-12-07,B105_20231207,2024-12-06,672,101.85
978,105,9,2024-02-23,B105_20240223,2025-02-22,604,101.85
979,106,9,2023-04-01,B106_20230401,2024-03-31,384,172.39
980,106,9,2023-05-10,B106_20230510,2024-05-09,359,172.39
981,106,9,2023-06-27,B106_20230627,2024-06-26,394,172.39
982,106,9,2023-08-07,B106_20230807,2024-08-06,398,172.39
983,106,9,2023-09-23,B106_20230923,2024-09-22,428,172.39
984,106,9,2023-11-04,B106_20231104,2024-11-03,419,172.39
985,106,9,2023-12-19,B106_20231219,2024-12-18,389,172.39
986,106,9,2024-02-07,B106_20240207,2025-02-06,478,172.39
987,106,9,2024-03-28,B106_20240328,2025-03-28,415,172.39
988,107,8,2023-04-01,B107_20230401,2024-03-31,252,150.51
989,107,8,2023-04-26,B107_20230426,2024-04-25,253,150.51
990,107,8,2023-05-14,B107_20230514,2024-05-13,282,150.51
991,107,8,2023-06-02,B107_20230602,2024-06-01,317,150.51
992,107,8,2023-06-20,B107_20230620,2024-06-19,302,150.51
993,107,8,2023-07-14,B107_20230714,2024-07-13,249,150.51
994,107,8,2023-08-04,B107_20230804,2024-08-03,243,150.51
995,107,8,2023-08-24,B107_20230824,2024-08-23,238,150.51
996,107,8,2023-09-18,B107_20230918,2024-09-17,269,150.51
997,107,8,2023-10-13,B107_20231013,2024-10-12,293,150.51
998,107,8,2023-10-31,B107_20231031,2024-10-30,238,150.51
999,107,8,2023-11-24,B107_20231124,2024-11-23,238,150.51
1000,107,8,2023-12-16,B107_20231216,2024-12-15,283,150.51
1001,107,8,2024-01-07,B107_20240107,2025-01-06,239,150.51
1002,107,8,2024-01-31,B107_20240131,2025-01-30,305,150.51
1003,107,8,2024-02-20,B107_20240220,2025-02-19,246,150.51
1004,107,8,2024-03-10,B107_20240310,2025-03-10,282,150.51
1005,107,8,2024-03-31,B107_20240331,2025-03-31,254,150.51
1006,108,7,2023-04-01,B108_20230401,2024-03-31,459,130.35
1007,108,7,2023-05-14,B108_20230514,2024-05-13,457,130.35
1008,108,7,2023-06-20,B108_20230620,2024-06-19,404,130.35
1009,108,7,2023-08-06,B108_20230806,2024-08-05,414,130.35
1010,108,7,2023-09-17,B108_20230917,2024-09-16,481,130.35
1011,108,7,2023-10-29,B108_20231029,2024-10-28,394,130.35
1012,108,7,2023-12-05,B108_20231205,2024-12-04,439,130.35
1013,108,7,2024-01-10,B108_20240110,2025-01-09,368,130.35
1014,108,7,2024-02-26,B108_20240226,2025-02-25,404,130.35
1015,109,9,2023-04-01,B109_20230401,2024-03-31,303,186.68
1016,109,9,2023-04-21,B109_20230421,2024-04-20,337,186.68
1017,109,9,2023-05-14,B109_20230514,2024-05-13,393,186.68
1018,109,9,2023-06-02,B109_20230602,2024-06-01,434,186.68
1019,109,9,2023-06-23,B109_20230623,2024-06-22,353,186.68
1020,109,9,2023-07-18,B109_20230718,2024-07-17,362,186.68
1021,109,9,2023-08-09,B109_20230809,2024-08-08,418,186.68
1022,109,9,2023-08-27,B109_20230827,2024-08-26,348,186.68
1023,109,9,2023-09-14,B109_20230914,2024-09-13,426,186.68
1024,109,9,2023-10-08,B109_20231008,2024-10-07,409,186.68
1025,109,9,2023-10-29,B109_20231029,2024-10-28,393,186.68
1026,109,9,2023-11-21,B109_20231121,2024-11-20,367,186.68
1027,109,9,2023-12-10,B109_20231210,2024-12-09,391,186.68
1028,109,9,2023-12-28,B109_20231228,2024-12-27,316,186.68
1029,109,9,2024-01-16,B109_20240116,2025-01-15,364,186.68
1030,109,9,2024-02-09,B109_20240209,2025-02-08,414,186.68
1031,109,9,2024-03-02,B109_20240302,2025-03-02,400,186.68
1032,109,9,2024-03-23,B109_20240323,2025-03-23,372,186.68
1033,110,8,2023-04-01,B110_20230401,2024-03-31,905,85.27
1034,110,8,2023-06-23,B110_20230623,2024-06-22,1048,85.27
1035,110,8,2023-08-29,B110_20230829,2024-08-28,1081,85.27
1036,110,8,2023-11-11,B110_20231111,2024-11-10,1089,85.27
1037,110,8,2024-02-06,B110_20240206,2025-02-05,872,85.27
1038,111,11,2023-04-01,B111_20230401,2025-03-31,376,87.15
1039,111,11,2023-05-10,B111_20230510,2025-05-09,450,87.15
1040,111,11,2023-06-24,B111_20230624,2025-06-23,402,87.15
1041,111,11,2023-07-31,B111_20230731,2025-07-30,357,87.15
1042,111,11,2023-09-13,B111_20230913,2025-09-12,413,87.15
1043,111,11,2023-10-26,B111_20231026,2025-10-25,369,87.15
1044,111,11,2023-12-02,B111_20231202,2025-12-01,380,87.15
1045,111,11,2024-01-20,B111_20240120,2026-01-19,427,87.15
1046,111,11,2024-03-08,B111_20240308,2026-03-08,370,87.15
1047,112,12,2023-04-01,B112_20230401,2025-03-31,591,84.21
1048,112,12,2023-06-24,B112_20230624,2025-06-23,838,84.21
1049,112,12,2023-08-28,B112_20230828,2025-08-27,635,84.21
1050,112,12,2023-11-03,B112_20231103,2025-11-02,759,84.21
1051,112,12,2024-01-14,B112_20240114,2026-01-13,647,84.21
1052,112,12,2024-03-31,B112_20240331,2026-03-31,588,84.21
1053,113,11,2023-04-01,B113_20230401,2025-03-31,598,67.95
1054,113,11,2023-05-08,B113_20230508,2025-05-07,540,67.95
1055,113,11,2023-06-20,B113_20230620,2025-06-19,585,67.95
1056,113,11,2023-08-09,B113_20230809,2025-08-08,650,67.95
1057,113,11,2023-09-24,B113_20230924,2025-09-23,555,67.95
1058,113,11,2023-11-05,B113_20231105,2025-11-04,639,67.95
1059,113,11,2023-12-25,B113_20231225,2025-12-24,616,67.95
1060,113,11,2024-02-04,B113_20240204,2026-02-03,592,67.95
1061,113,11,2024-03-14,B113_20240314,2026-03-14,564,67.95
1062,114,11,2023-04-01,B114_20230401,2025-03-31,569,39.11
1063,114,11,2023-05-18,B114_20230518,2025-05-17,654,39.11
1064,114,11,2023-07-02,B114_20230702,2025-07-01,589,39.11
1065,114,11,2023-08-19,B114_20230819,2025-08-18,656,39.11
1066,114,11,2023-09-27,B114_20230927,2025-09-26,564,39.11
1067,114,11,2023-11-07,B114_20231107,2025-11-06,596,39.11
1068,114,11,2023-12-17,B114_20231217,2025-12-16,683,39.11
1069,114,11,2024-01-31,B114_20240131,2026-01-30,562,39.11
1070,114,11,2024-03-21,B114_20240321,2026-03-21,684,39.11
1071,115,10,2023-04-01,B115_20230401,2025-03-31,398,85.15
1072,115,10,2023-05-14,B115_20230514,2025-05-13,459,85.15
1073,115,10,2023-06-30,B115_20230630,2025-06-29,402,85.15
1074,115,10,2023-08-10,B115_20230810,2025-08-09,431,85.15
1075,115,10,2023-09-19,B115_20230919,2025-09-18,442,85.15
1076,115,10,2023-10-24,B115_20231024,2025-10-23,477,85.15
1077,115,10,2023-12-12,B115_20231212,2025-12-11,475,85.15
1078,115,10,2024-01-22,B115_20240122,2026-01-21,412,85.15
1079,115,10,2024-03-06,B115_20240306,2026-03-06,461,85.15
1080,116,12,2023-04-01,B116_20230401,2025-03-31,460,110.11
1081,116,12,2023-05-19,B116_20230519,2025-05-18,441,110.11
1082,116,12,2023-06-27,B116_20230627,2025-06-26,436,110.11
1083,116,12,2023-08-08,B116_20230808,2025-08-07,388,110.11
1084,116,12,2023-09-16,B116_20230916,2025-09-15,447,110.11
1085,116,12,2023-11-02,B116_20231102,2025-11-01,366,110.11
1086,116,12,2023-12-22,B116_20231222,2025-12-21,430,110.11
1087,116,12,2024-02-08,B116_20240208,2026-02-07,425,110.11
1088,116,12,2024-03-25,B116_20240325,2026-03-25,445,110.11
1089,117,11,2023-04-01,B117_20230401,2025-03-31,370,137.35
1090,117,11,2023-05-13,B117_20230513,2025-05-12,439,137.35
1091,117,11,2023-06-28,B117_20230628,2025-06-27,377,137.35
1092,117,11,2023-08-03,B117_20230803,2025-08-02,427,137.35
1093,117,11,2023-09-19,B117_20230919,2025-09-18,478,137.35
1094,117,11,2023-11-03,B117_20231103,2025-11-02,478,137.35
1095,117,11,2023-12-21,B117_20231221,2025-12-20,370,137.35
1096,117,11,2024-01-28,B117_20240128,2026-01-27,389,137.35
1097,117,11,2024-03-10,B117_20240310,2026-03-10,413,137.35
1098,118,11,2023-04-01,B118_20230401,2025-03-31,593,61.06
1099,118,11,2023-05-10,B118_20230510,2025-05-09,572,61.06
1100,118,11,2023-06-14,B118_20230614,2025-06-13,596,61.06
1101,118,11,2023-07-28,B118_20230728,2025-07-27,584,61.06
1102,118,11,2023-09-03,B118_20230903,2025-09-02,530,61.06
1103,118,11,2023-10-12,B118_20231012,2025-10-11,572,61.06
1104,118,11,2023-11-26,B118_20231126,2025-11-25,591,61.06
1105,118,11,2024-01-06,B118_20240106,2026-01-05,603,61.06
1106,118,11,2024-02-21,B118_20240221,2026-02-20,595,61.06
1107,119,11,2023-04-01,B119_20230401,2025-03-31,639,51.87
1108,119,11,2023-05-20,B119_20230520,2025-05-19,567,51.87
1109,119,11,2023-07-03,B119_20230703,2025-07-02,518,51.87
1110,119,11,2023-08-10,B119_20230810,2025-08-09,514,51.87
1111,119,11,2023-09-24,B119_20230924,2025-09-23,626,51.87
1112,119,11,2023-11-03,B119_20231103,2025-11-02,677,51.87
1113,119,11,2023-12-15,B119_20231215,2025-12-14,602,51.87
1114,119,11,2024-01-24,B119_20240124,2026-01-23,569,51.87
1115,119,11,2024-03-12,B119_20240312,2026-03-12,682,51.87
1116,120,11,2023-04-01,B120_20230401,2025-03-31,457,129.38
1117,120,11,2023-05-11,B120_20230511,2025-05-10,380,129.38
1118,120,11,2023-06-28,B120_20230628,2025-06-27,406,129.38
1119,120,11,2023-08-08,B120_20230808,2025-08-07,413,129.38
1120,120,11,2023-09-25,B120_20230925,2025-09-24,405,129.38
1121,120,11,2023-11-05,B120_20231105,2025-11-04,382,129.38
1122,120,11,2023-12-12,B120_20231212,2025-12-11,429,129.38
1123,120,11,2024-01-21,B120_20240121,2026-01-20,403,129.38
1124,120,11,2024-03-02,B120_20240302,2026-03-02,414,129.38
1125,121,12,2023-04-01,B121_20230401,2025-03-31,1366,22.77
1126,121,12,2023-06-20,B121_20230620,2025-06-19,1310,22.77
1127,121,12,2023-09-13,B121_20230913,2025-09-12,1227,22.77
1128,121,12,2023-11-29,B121_20231129,2025-11-28,1343,22.77
1129,121,12,2024-02-20,B121_20240220,2026-02-19,1149,22.77
1130,122,10,2023-04-01,B122_20230401,2025-03-31,441,24.89
1131,122,10,2023-04-21,B122_20230421,2025-04-20,437,24.89
1132,122,10,2023-05-13,B122_20230513,2025-05-12,450,24.89
1133,122,10,2023-06-01,B122_20230601,2025-05-31,420,24.89
1134,122,10,2023-06-24,B122_20230624,2025-06-23,354,24.89
1135,122,10,2023-07-16,B122_20230716,2025-07-15,354,24.89
1136,122,10,2023-08-08,B122_20230808,2025-08-07,423,24.89
1137,122,10,2023-09-01,B122_20230901,2025-08-31,390,24.89
1138,122,10,2023-09-21,B122_20230921,2025-09-20,408,24.89
1139,122,10,2023-10-15,B122_20231015,2025-10-14,362,24.89
1140,122,10,2023-11-04,B122_20231104,2025-11-03,406,24.89
1141,122,10,2023-11-29,B122_20231129,2025-11-28,374,24.89
1142,122,10,2023-12-19,B122_20231219,2025-12-18,377,24.89
1143,122,10,2024-01-13,B122_20240113,2026-01-12,414,24.89
1144,122,10,2024-02-05,B122_20240205,2026-02-04,454,24.89
1145,122,10,2024-03-01,B122_20240301,2026-03-01,356,24.89
1146,122,10,2024-03-25,B122_20240325,2026-03-25,455,24.89
1147,123,10,2023-04-01,B123_20230401,2025-03-31,408,148.57
1148,123,10,2023-05-21,B123_20230521,2025-05-20,409,148.57
1149,123,10,2023-07-09,B123_20230709,2025-07-08,418,148.57
1150,123,10,2023-08-15,B123_20230815,2025-08-14,428,148.57
1151,123,10,2023-09-26,B123_20230926,2025-09-25,393,148.57
1152,123,10,2023-11-08,B123_20231108,2025-11-07,385,148.57
1153,123,10,2023-12-22,B123_20231222,2025-12-21,378,148.57
1154,123,10,2024-02-09,B123_20240209,2026-02-08,428,148.57
1155,123,10,2024-03-30,B123_20240330,2026-03-30,426,148.57
1156,124,10,2023-04-01,B124_20230401,2025-03-31,613,38.61
1157,124,10,2023-05-14,B124_20230514,2025-05-13,649,38.61
1158,124,10,2023-06-29,B124_20230629,2025-06-28,607,38.61
1159,124,10,2023-08-04,B124_20230804,2025-08-03,646,38.61
1160,124,10,2023-09-22,B124_20230922,2025-09-21,608,38.61
1161,124,10,2023-11-09,B124_20231109,2025-11-08,528,38.61
1162,124,10,2023-12-21,B124_20231221,2025-12-20,563,38.61
1163,124,10,2024-01-26,B124_20240126,2026-01-25,590,38.61
1164,124,10,2024-03-12,B124_20240312,2026-03-12,665,38.61
1165,125,12,2023-04-01,B125_20230401,2025-03-31,687,95.09
1166,125,12,2023-06-08,B125_20230608,2025-06-07,757,95.09
1167,125,12,2023-08-19,B125_20230819,2025-08-18,639,95.09
1168,125,12,2023-11-15,B125_20231115,2025-11-14,718,95.09
1169,125,12,2024-01-30,B125_20240130,2026-01-29,775,95.09
1170,126,12,2023-04-01,B126_20230401,2025-03-31,291,123.66
1171,126,12,2023-04-21,B126_20230421,2025-04-20,289,123.66
1172,126,12,2023-05-12,B126_20230512,2025-05-11,306,123.66
1173,126,12,2023-05-30,B126_20230530,2025-05-29,285,123.66
1174,126,12,2023-06-21,B126_20230621,2025-06-20,288,123.66
1175,126,12,2023-07-11,B126_20230711,2025-07-10,265,123.66
1176,126,12,2023-08-02,B126_20230802,2025-08-01,262,123.66
1177,126,12,2023-08-24,B126_20230824,2025-08-23,318,123.66
1178,126,12,2023-09-12,B126_20230912,2025-09-11,249,123.66
1179,126,12,2023-10-06,B126_20231006,2025-10-05,315,123.66
1180,126,12,2023-10-28,B126_20231028,2025-10-27,310,123.66
1181,126,12,2023-11-17,B126_20231117,2025-11-16,296,123.66
1182,126,12,2023-12-07,B126_20231207,2025-12-06,258,123.66
1183,126,12,2023-12-30,B126_20231230,2025-12-29,307,123.66
1184,126,12,2024-01-23,B126_20240123,2026-01-22,279,123.66
1185,126,12,2024-02-14,B126_20240214,2026-02-13,290,123.66
1186,126,12,2024-03-09,B126_20240309,2026-03-09,275,123.66
1187,126,12,2024-03-28,B126_20240328,2026-03-28,271,123.66
1188,127,12,2023-04-01,B127_20230401,2025-03-31,444,110.35
1189,127,12,2023-05-17,B127_20230517,2025-05-16,414,110.35
1190,127,12,2023-07-06,B127_20230706,2025-07-05,398,110.35
1191,127,12,2023-08-10,B127_20230810,2025-08-09,466,110.35
1192,127,12,2023-09-16,B127_20230916,2025-09-15,449,110.35
1193,127,12,2023-11-04,B127_20231104,2025-11-03,436,110.35
1194,127,12,2023-12-20,B127_20231220,2025-12-19,464,110.35
1195,127,12,2024-02-05,B127_20240205,2026-02-04,384,110.35
1196,127,12,2024-03-24,B127_20240324,2026-03-24,460,110.35
1197,128,10,2023-04-01,B128_20230401,2025-03-31,558,32.75
1198,128,10,2023-05-15,B128_20230515,2025-05-14,570,32.75
1199,128,10,2023-06-23,B128_20230623,2025-06-22,611,32.75
1200,128,10,2023-08-12,B128_20230812,2025-08-11,651,32.75
1201,128,10,2023-09-17,B128_20230917,2025-09-16,518,32.75
1202,128,10,2023-11-05,B128_20231105,2025-11-04,512,32.75
1203,128,10,2023-12-15,B128_20231215,2025-12-14,589,32.75
1204,128,10,2024-01-19,B128_20240119,2026-01-18,688,32.75
1205,128,10,2024-03-07,B128_20240307,2026-03-07,546,32.75
1206,129,11,2023-04-01,B129_20230401,2025-03-31,312,103.13
1207,129,11,2023-04-23,B129_20230423,2025-04-22,251,103.13
1208,129,11,2023-05-15,B129_20230515,2025-05-14,245,103.13
1209,129,11,2023-06-07,B129_20230607,2025-06-06,259,103.13
1210,129,11,2023-06-30,B129_20230630,2025-06-29,293,103.13
1211,129,11,2023-07-20,B129_20230720,2025-07-19,242,103.13
1212,129,11,2023-08-11,B129_20230811,2025-08-10,298,103.13
1213,129,11,2023-09-01,B129_20230901,2025-08-31,274,103.13
1214,129,11,2023-09-20,B129_20230920,2025-09-19,297,103.13
1215,129,11,2023-10-08,B129_20231008,2025-10-07,255,103.13
1216,129,11,2023-10-27,B129_20231027,2025-10-26,249,103.13
1217,129,11,2023-11-17,B129_20231117,2025-11-16,281,103.13
1218,129,11,2023-12-12,B129_20231212,2025-12-11,238,103.13
1219,129,11,2024-01-04,B129_20240104,2026-01-03,306,103.13
1220,129,11,2024-01-28,B129_20240128,2026-01-27,296,103.13
1221,129,11,2024-02-22,B129_20240222,2026-02-21,243,103.13
1222,129,11,2024-03-17,B129_20240317,2026-03-17,245,103.13
1223,130,11,2023-04-01,B130_20230401,2025-03-31,528,43.07
1224,130,11,2023-05-17,B130_20230517,2025-05-16,668,43.07
1225,130,11,2023-06-25,B130_20230625,2025-06-24,578,43.07
1226,130,11,2023-08-03,B130_20230803,2025-08-02,625,43.07
1227,130,11,2023-09-11,B130_20230911,2025-09-10,522,43.07
1228,130,11,2023-10-16,B130_20231016,2025-10-15,619,43.07
1229,130,11,2023-11-25,B130_20231125,2025-11-24,589,43.07
1230,130,11,2024-01-05,B130_20240105,2026-01-04,623,43.07
1231,130,11,2024-02-13,B130_20240213,2026-02-12,675,43.07
1232,131,12,2023-04-01,B131_20230401,2025-03-31,664,29.7
1233,131,12,2023-05-08,B131_20230508,2025-05-07,671,29.7
1234,131,12,2023-06-16,B131_20230616,2025-06-15,645,29.7
1235,131,12,2023-08-02,B131_20230802,2025-08-01,573,29.7
1236,131,12,2023-09-19,B131_20230919,2025-09-18,566,29.7
1237,131,12,2023-10-28,B131_20231028,2025-10-27,554,29.7
1238,131,12,2023-12-04,B131_20231204,2025-12-03,554,29.7
1239,131,12,2024-01-17,B131_20240117,2026-01-16,650,29.7
1240,131,12,2024-02-21,B131_20240221,2026-02-20,662,29.7
1241,132,12,2023-04-01,B132_20230401,2025-03-31,382,121.53
1242,132,12,2023-05-12,B132_20230512,2025-05-11,451,121.53
1243,132,12,2023-06-25,B132_20230625,2025-06-24,438,121.53
1244,132,12,2023-08-06,B132_20230806,2025-08-05,419,121.53
1245,132,12,2023-09-13,B132_20230913,2025-09-12,387,121.53
1246,132,12,2023-10-20,B132_20231020,2025-10-19,423,121.53
1247,132,12,2023-11-24,B132_20231124,2025-11-23,481,121.53
1248,132,12,2024-01-08,B132_20240108,2026-01-07,373,121.53
1249,132,12,2024-02-25,B132_20240225,2026-02-24,403,121.53
1250,133,12,2023-04-01,B133_20230401,2025-03-31,341,63.89
1251,133,12,2023-04-20,B133_20230420,2025-04-19,209,63.89
1252,133,12,2023-05-12,B133_20230512,2025-05-11,287,63.89
1253,133,12,2023-06-05,B133_20230605,2025-06-04,290,63.89
1254,133,12,2023-06-29,B133_20230629,2025-06-28,265,63.89
